"OBS","FGS1_SA","FGSEXDIV_SA","CASH_SA","LIQS_SA","WKS_SA","FRACTION","CAPX_Q_SA","FG_SA","DATE"
"1998Q1",0.409306829749135,0.29994516716459,0.0496525920733882,0.0207577102918047,0.273062706066117,0.5223567,143184.664648245,58428.7708083757,1998
"1998Q2",0.433280262418078,0.3452157964358,0.165079521005097,0.163709280623265,0.294336359074499,0.5015015,145011.385315614,61845.8062470544,1998.25
"1998Q3",0.387264209234502,0.302344979590938,0.197891050680034,0.0896627035663934,0.291705923706315,0.487013,142443.991403211,54961.648069614,1998.5
"1998Q4",0.378034674502806,0.302190817998417,0.113722219765988,0.0329474346717152,0.322289092270147,0.5228367,140385.184997423,51860.9434220578,1998.75
"1999Q1",0.354540016072488,0.288749387980065,0.155423971968686,0.0303540308222437,0.32604806004022,0.5095819,138014.774584312,49259.6454147278,1999
"1999Q2",0.358869624489109,0.283774891265586,-0.0204907849958494,-0.329389244576211,0.322355092450663,0.4902753,142102.079105591,50343.3394892705,1999.25
"1999Q3",0.398751354279256,0.325879074825986,0.114670404421358,-0.228735175553335,0.334903380500916,0.4992939,148504.991785632,58919.8515634441,1999.5
"1999Q4",0.378838345262433,0.299570897242276,-0.222673058021348,-0.516392046799337,0.331708092378814,0.5296057,150925.591388939,55775.1473381769,1999.75
"2000Q1",0.382756031200666,0.329562015134663,-0.228574230120344,-0.304064019446773,0.35323446930368,0.5781673000000001,155559.255604169,60614.9808203077,2000
"2000Q2",0.422934765025135,0.356039599168558,0.240389647278809,-0.183888613126322,0.35146007843653,0.5506752,160296.111813563,67015.4891724124,2000.25
"2000Q3",0.443348290898179,0.35100729200029,0.104802112522598,0.0108074840090157,0.311096842589974,0.5464084,169589.878128097,73828.2744316466,2000.5
"2000Q4",0.401315703845529,0.346113152404521,0.118693385565316,0.20170315590563,0.330992880308309,0.526662,168107.564556756,66784.4255913877,2000.75
"2001Q1",0.468494073947537,0.40183404959612,0.0539995736314055,0.06470532278766131,0.306235237029304,0.5821804,190600.157105653,90880.6335229503,2001
"2001Q2",0.392110942587046,0.32909896855544,0.106857600068316,0.11524776626343,0.326246000495693,0.5339738000000001,179414.304304878,69511.8564395806,2001.25
"2001Q3",0.393698944890197,0.316666420378835,0.0651921468991674,0.07751908082293631,0.307163139064713,0.5151427,171527.02692989,66093.31823267,2001.5
"2001Q4",0.379005621696035,0.301750473868666,0.276532068851728,0.114840515232808,0.324344483116698,0.4880577,162759.55176129,61015.1204984655,2001.75
"2002Q1",0.340792583482605,0.263014717933504,0.263512148288168,0.211969121013703,0.341488631401955,0.5480558,151468.766699861,52917.7219202445,2002
"2002Q2",0.377298621515916,0.304802860046059,0.229060609571286,0.389225613398892,0.325812789782467,0.4935474,143371.351394883,54005.8271051672,2002.25
"2002Q3",0.286017642468227,0.199156869619581,0.421836392815479,0.5309894761995621,0.420496751065931,0.4755277,137760.428787586,39776.7819337079,2002.5
"2002Q4",0.299395332496663,0.222608447925898,0.212695142509278,0.327317300724926,0.402776954201281,0.4762733,132681.665235883,37596.5691359826,2002.75
"2003Q1",0.266261300933743,0.18338459218531,0.173000537311425,0.426697023481221,0.430739656558014,0.5100994,128653.808376426,35291.6155296375,2003
"2003Q2",0.269029002232631,0.194659127327736,0.06800207350154169,-0.107237573896536,0.405959842869397,0.4646688,128560.207614455,35182.1507525221,2003.25
"2003Q3",0.328664889705418,0.212841249555957,0.0932048233986833,0.1029514594887,0.369781588173448,0.4511193,128592.674779573,43103.5996145244,2003.5
"2003Q4",0.249345230516764,0.18444054224592,0.684941568652938,0.482172009275786,0.40051502466393,0.4742422,126063.797255756,28008.6595380117,2003.75
"2004Q1",0.271861911260966,0.190246841706883,0.432487482236626,0.254069436499258,0.395301628969561,0.4995109,130074.226655866,36291.5204554965,2004
"2004Q2",0.27647979931464,0.179275921982108,0.411168729840677,0.775683975277353,0.463628700885332,0.4813896,131970.107807607,37329.1129689103,2004.25
"2004Q3",0.304878623996983,0.19447967773778,0.24334399075901,0.282677839547622,0.38982169658735,0.4822207,138577.420384043,42974.5909730486,2004.5
"2004Q4",0.452392884411359,0.226972826277866,0.245123251132663,0.326234945049481,0.277025716446531,0.4941621,159063.349302606,73984.83231162941,2004.75
"2005Q1",0.341662363417106,0.225907480195697,0.375624618890008,0.465484005621707,0.415451525692222,0.5196653,146960.822873437,50483.3109394198,2005
"2005Q2",0.317168100874419,0.218814342054921,0.325891002026106,0.677809615373296,0.332577445987168,0.481985,158807.883142236,51007.9878318937,2005.25
"2005Q3",0.349021906874994,0.227692550584742,0.262727645789902,0.434054843289518,0.392445164962045,0.4801663,159465.929029625,55319.1442490423,2005.5
"2005Q4",0.383860330939186,0.271692888313787,0.264629236505814,0.425137991395862,0.35886800563112,0.4929703,166840.751532782,64225.9644045117,2005.75
"2006Q1",0.339743128535497,0.25594891489752,0.347526616582572,0.360405833567602,0.346391891773151,0.5294529,178949.929547599,62669.42865809,2006
"2006Q2",0.366624086832407,0.265030131599229,0.19004215834153,0.405893256348932,0.313460544427227,0.4929203,187198.253897681,68523.010991859,2006.25
"2006Q3",0.353548866136323,0.240835818518613,0.511379759435794,0.503586416637796,0.280528590451732,0.4914009,187792.451609398,64833.53125889,2006.5
"2006Q4",0.348985625219994,0.227572600729347,0.137057390827004,0.30159182885866,0.353713533701996,0.4976024,190087.98413719,66326.83799605029,2006.75
"2007Q1",0.374529635921097,0.254112768850171,0.229133561468352,0.473129039367528,0.280530008417885,0.5301904,194009.338613064,74314.9713927998,2007
"2007Q2",0.390926535591279,0.259530742355539,0.142121841793609,0.155689096473487,0.278373226814592,0.5045311,199000.763947584,77330.6643341109,2007.25
"2007Q3",0.384511490832119,0.27138708310531,0.201207666354755,0.650586241010368,0.255468156861296,0.4984013,202255.09171512,75583.2624408628,2007.5
"2007Q4",0.487996803833525,0.217770379232949,0.214484182234278,0.09220755039171991,0.238474787923381,0.482772,201922.806756309,102533.280906483,2007.75
"2008Q1",0.324272329823445,0.247024028193313,0.160008976046247,0.295502920044592,0.286281145008022,0.5574145,212774.597856514,72181.405368507,2008
"2008Q2",0.392625917430177,0.267642819416943,0.286180810963602,0.3298471280801,0.291606019530466,0.5003867,218564.816790402,84609.8208350262,2008.25
"2008Q3",0.436831062778892,0.323565527524444,0.330001568085059,0.468982614334456,0.362551266265442,0.5070061,223869.087700432,94441.2228460156,2008.5
"2008Q4",0.3711048949754,0.295461973379703,0.287612716421716,0.5343990028015,0.348074739896542,0.4939,215918.425065818,81987.9541320315,2008.75
"2009Q1",0.391545536110924,0.247706206279442,0.176197166633722,0.29934025016336,0.292643892632322,0.463597,182841.060852529,70376.4881758764,2009
"2009Q2",0.333564724045067,0.21223644321744,0.356834589712038,0.326665378593975,0.294730569043683,0.407858,168991.396204613,56894.9318088829,2009.25
"2009Q3",0.283742282107528,0.173266729142915,-0.135159213350031,-0.0693885382008041,0.325938017174537,0.3883964,161186.135072294,46857.2785986887,2009.5
"2009Q4",0.274022641966357,0.189663575123013,0.346996363047879,0.526606493719071,0.359387137215561,0.4435318,160922.256890406,41985.3955668052,2009.75
"2010Q1",0.272583955619315,0.180335807652911,0.534324310932899,0.430623536037881,0.351861101640796,0.4644994,170634.712764283,46038.4226926506,2010
"2010Q2",0.3109986507623,0.205315597495128,0.484375456754727,0.498415146623772,0.330577708875982,0.45,178678.207086975,56014.1404756089,2010.25
"2010Q3",0.31243234212658,0.19398798590653,0.328548908338645,0.399673159465812,0.307634367655069,0.440924,186914.324761757,58447.6020461427,2010.5
"2010Q4",0.317615143088957,0.210460445533033,0.414884393283567,0.337595971529876,0.259074706029989,0.4740383,200923.427561735,64505.6027055139,2010.75
"2011Q1",0.309552383164598,0.203316451833139,0.263650259121337,0.364342912143355,0.295111940127552,0.5036188,203650.659938898,62448.0775566084,2011
"2011Q2",0.28470973534655,0.196238884812114,0.459988585393855,0.340093655250277,0.295222911706251,0.4792136,215129.701064738,60961.8056478537,2011.25
"2011Q3",0.294175397293243,0.198228139778137,0.558110430521267,0.647532556374368,0.266566455857608,0.4706861,221905.788335337,64329.8986749357,2011.5
"2011Q4",0.291340196385135,0.187584107872219,0.398073427846165,0.442028976071988,0.236751036806469,0.4940476,228471.178959948,66573.8618193851,2011.75
"2012Q1",0.329383359490262,0.219208473956794,0.262501537490633,0.249877292416325,0.233469877144709,0.5167732,239331.406352739,79180.80989472169,2012
"2012Q2",0.317394242069147,0.212483965384419,0.471530801302235,0.315905749737446,0.232402696893386,0.493123,235489.019158491,73673.1823275035,2012.25
"2012Q3",0.326750704313901,0.213869142472202,0.223855905619375,0.225551393573883,0.219917204800001,0.461617,238976.263208349,77332.10527985499,2012.5
"2012Q4",0.378494708219819,0.218818714659255,0.479184702563744,0.19952463269947,0.227883771553322,0.5443774,260063.44811367,101100.85556345,2012.75
"2013Q1",0.329011112677199,0.219031306730572,0.239417996953795,0.337894822387073,0.231510655151571,0.5319361,244690.087566477,79991.43635684199,2013
"2013Q2",0.322329804387787,0.193587573552776,0.358380372153417,0.381120974647021,0.241430109203764,0.4895288,245578.767017913,78308.6999146328,2013.25
"2013Q3",0.327422358945572,0.200374892276591,0.205717155078299,0.117226430108743,0.225606744695116,0.473512,252740.631295355,82565.2327760639,2013.5
"2013Q4",0.293858258651029,0.200441395070526,0.243121798969531,0.192568971154006,0.271133485414817,0.5388157,260847.783074998,75085.0380307282,2013.75
"2014Q1",0.278050910588155,0.18344223396197,0.427557379658493,0.230513752232792,0.300589127348742,0.5780164,261915.824206458,74434.4562529414,2014
"2014Q2",0.361830076765873,0.236100166868783,0.149926262746222,0.210950279921625,0.199298640686155,0.5539584,267429.791290355,96134.64072464099,2014.25
"2014Q3",0.347194053526549,0.226549582979623,0.305499978845806,0.5203408940543221,0.227074168875878,0.5282771000000001,275482.828772813,95061.4419343574,2014.5
"2014Q4",0.407367080276891,0.250872013682717,0.190804201020934,0.09935481094493399,0.185113612458048,0.5541648,282413.547821319,114916.325261865,2014.75
"2015Q1",0.440392262728263,0.262678012758278,0.319048566903097,0.154858231970482,0.211135591570429,0.6059626,275714.606371579,118803.920297437,2015
"2015Q2",0.36423847793178,0.223706601783405,0.109542973676093,0.114636330783187,0.193461482992406,0.5536522,258080.814417803,94332.97396507311,2015.25
"2015Q3",0.364184562874633,0.216717790135632,0.413348165122187,0.381928485167878,0.238405089535971,0.5306277,242315.758901312,90572.3284551581,2015.5
"2015Q4",0.1881983002815,0.0812940685237467,-0.7089589418253091,2.9935618969933,0.327689721583755,0.1578947,-14357.7003919862,-12583.2022030539,2015.75
